Cluster	g_Faecalibacterium	g_Bacteroides	g_Prevotella	Mean_richness	Enterotype
C1	18.8287115956392	6.81210109018831	0.824687809712587	81.0009910802775	Bacteroides 1
C2	13.2302534318902	4.63292502639916	1.65881731784583	104.51742344245	Ruminococcus
C3	10.2808333333333	11.2085227272727	3.92587121212121	65.4299242424242	Bacteroides 2
C4	13.6162256809339	1.63684824902724	20.3875680933852	91.7178988326848	Prevotella
