ID	cluster_DMM_4	cluster_DMM_4_lab
4004_SG21R20_pl8B09_concatd	C1	Bacteroides 1
4004_SG21R20_pl8B10d	C1	Bacteroides 1
4004_SG21R20_pl8B11d	C1	Bacteroides 1
4004_SG21R20_pl8B12d	C1	Bacteroides 1
4004_SG21R20_pl8C01d	C1	Bacteroides 1
4004_SG21R20_pl8C02_concatd	C1	Bacteroides 1
4004_SG21R20_pl8C03_concatd	C1	Bacteroides 1
4004_SG21R20_pl8C04d	C1	Bacteroides 1
4004_SG21R20_pl8C05d	C1	Bacteroides 1
4004_SG21R20_pl8C06d	C1	Bacteroides 1
4004_SG21R20_pl8C07d	C1	Bacteroides 1
4004_SG21R20_pl8C08d	C1	Bacteroides 1
4004_SG21R20_pl8C09d	C1	Bacteroides 1
4004_SG21R20_pl8C10_concatd	C1	Bacteroides 1
4004_SG21R20_pl8C11d	C1	Bacteroides 1
4004_SG21R20_pl8C12_concatd	C1	Bacteroides 1
4004_SG21R20_pl8D01_concatd	C1	Bacteroides 1
4004_SG21R20_pl8D03_concatd	C1	Bacteroides 1
4004_SG21R20_pl8D04d	C1	Bacteroides 1
4004_SG21R20_pl8D05_concatd	C1	Bacteroides 1
4004_SG21R20_pl8D06d	C1	Bacteroides 1
4004_SG21R20_pl8D07d	C1	Bacteroides 1
4004_SG21R20_pl8D08_concatd	C1	Bacteroides 1
4004_SG21R20_pl8D09_concatd	C1	Bacteroides 1
4004_SG21R20_pl8D10_concatd	C1	Bacteroides 1
4004_SG21R20_pl8D11_concatd	C1	Bacteroides 1
4004_SG21R20_pl8D12d	C1	Bacteroides 1
4004_SG21R20_pl8E01_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E02d	C1	Bacteroides 1
4004_SG21R20_pl8E03_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E04_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E05_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E06_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E07_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E08_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E09_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E10d	C1	Bacteroides 1
4004_SG21R20_pl8E11_concatd	C1	Bacteroides 1
4004_SG21R20_pl8E12_concatd	C1	Bacteroides 1
4004_SG21R20_pl8F01_concatd	C1	Bacteroides 1
4004_SG21R20_pl8F02_concatd	C1	Bacteroides 1
4004_SG21R20_pl8F04_concatd	C1	Bacteroides 1
4004_SG21R20_pl8F05_concatd	C1	Bacteroides 1
4004_SG21R20_pl8F06_concatd	C1	Bacteroides 1
4004_SG21R20_pl8F07d	C1	Bacteroides 1
4004_SG21R20_pl8F08_concatd	C1	Bacteroides 1
4004_SG21R20_pl8F09d	C1	Bacteroides 1
4004_SG21R20_pl8F10d	C1	Bacteroides 1
4004_SG21R20_pl8F11_concatd	C1	Bacteroides 1
4004_SG21R20_pl8F12d	C1	Bacteroides 1
4004_SG21R20_pl8G01_concatd	C1	Bacteroides 1
4004_SG21R20_pl8G02d	C1	Bacteroides 1
4004_SG21R20_pl8G04d	C1	Bacteroides 1
4004_SG21R20_pl8G05_concatd	C1	Bacteroides 1
4004_SG21R20_pl8G06d	C1	Bacteroides 1
4004_SG21R20_pl8G07d	C1	Bacteroides 1
4004_SG21R20_pl8G08d	C1	Bacteroides 1
4004_SG21R20_pl8G09_concatd	C1	Bacteroides 1
4004_SG21R20_pl8G11_concatd	C1	Bacteroides 1
4004_SG21R20_pl8G12d	C1	Bacteroides 1
4004_SG21R20_pl8H01_concatd	C1	Bacteroides 1
4004_SG21R20_pl8H02_concatd	C1	Bacteroides 1
4004_SG21R20_pl8H03d	C1	Bacteroides 1
4004_SG21R20_pl8H04d	C1	Bacteroides 1
4004_SG21R20_pl8H06_concatd	C1	Bacteroides 1
4004_SG21R20_pl8H07_concatd	C1	Bacteroides 1
4004_SG21R20_pl8H08_concatd	C1	Bacteroides 1
4004_SG21R20_pl8H09d	C1	Bacteroides 1
4004_SG21R20_pl8H11d	C1	Bacteroides 1
4004_SG21R20_pl8H12_concatd	C1	Bacteroides 1
NCE_28_S716d	C1	Bacteroides 1
VDP_00003_003_01_1_001_S488_concatd	C1	Bacteroides 1
VDP_00006_006_01_1_001_S663d	C1	Bacteroides 1
VDP_00010_001_01_1_001_S659d	C1	Bacteroides 1
VDP_00014_005_01_1_001_S91d	C1	Bacteroides 1
VDP_00016_007_01_1_001_S523_concatd	C1	Bacteroides 1
VDP_00040_004_01_1_001_S267d	C1	Bacteroides 1
VDP_00042_006_01_1_001_S653_concatd	C1	Bacteroides 1
VDP_00046_010_01_1_001_S504d	C1	Bacteroides 1
VDP_00057_012_01_1_001_S499d	C1	Bacteroides 1
VDP_00058_013_01_1_001_S467_concatd	C1	Bacteroides 1
VDP_00064_010_01_1_001_S375d	C1	Bacteroides 1
VDP_00069_015_01_1_001_S624d	C1	Bacteroides 1
VDP_00070_007_01_1_001_S199_concatd	C1	Bacteroides 1
VDP_00080_008_01_1_001_S185d	C1	Bacteroides 1
VDP_00094_013_01_1_001_S151_concatd	C1	Bacteroides 1
VDP_00097_016_01_1_001_S10d	C1	Bacteroides 1
VDP_00101_002_01_1_001_S356d	C1	Bacteroides 1
VDP_00107_008_01_1_001_S113d	C1	Bacteroides 1
VDP_00109_010_01_1_001_S722d	C1	Bacteroides 1
VDP_00127_010_01_1_001_S464_concatd	C1	Bacteroides 1
VDP_00129_012_01_1_001_S430_concatd	C1	Bacteroides 1
VDP_00146_011_01_1_001_S263_concatd	C1	Bacteroides 1
VDP_00155_011_01_1_001_S66_concatd	C1	Bacteroides 1
VDP_00165_012_01_1_001_S475_concatd	C1	Bacteroides 1
VDP_00177_015_01_1_001_S314_concatd	C1	Bacteroides 1
VDP_00188_017_01_1_001_S156_concatd	C1	Bacteroides 1
VDP_00194_014_01_1_001_S436d	C1	Bacteroides 1
VDP_00196_016_01_1_001_S596d	C1	Bacteroides 1
VDP_00201_003_01_1_001_S115d	C1	Bacteroides 1
VDP_00227_011_01_1_001_S89d	C1	Bacteroides 1
VDP_00229_013_01_1_001_S697_concatd	C1	Bacteroides 1
VDP_00236_011_01_1_001_S379d	C1	Bacteroides 1
VDP_00239_014_01_1_001_S465d	C1	Bacteroides 1
VDP_00242_008_01_1_001_S11_concatd	C1	Bacteroides 1
VDP_00244_010_01_1_001_S14d	C1	Bacteroides 1
VDP_00248_014_01_1_001_S270d	C1	Bacteroides 1
VDP_00251_008_01_1_001_S340_concatd	C1	Bacteroides 1
VDP_00255_012_01_1_001_S136_concatd	C1	Bacteroides 1
VDP_00265_013_01_1_001_S700_concatd	C1	Bacteroides 1
VDP_00266_014_01_1_001_S390d	C1	Bacteroides 1
VDP_00268_016_01_1_001_S128d	C1	Bacteroides 1
VDP_00274_013_01_1_001_S3_concatd	C1	Bacteroides 1
VDP_00281_011_01_1_001_S46_concatd	C1	Bacteroides 1
VDP_00282_012_01_1_001_1_S481_concatd	C1	Bacteroides 1
VDP_00282_012_01_1_001_S480_concatd	C1	Bacteroides 1
VDP_00301_004_01_1_001_S296d	C1	Bacteroides 1
VDP_00303_006_01_1_001_S600_concatd	C1	Bacteroides 1
VDP_00313_007_01_1_001_S665_concatd	C1	Bacteroides 1
VDP_00321_006_01_1_001_S456d	C1	Bacteroides 1
VDP_00330_006_01_1_001_S420_concatd	C1	Bacteroides 1
VDP_00335_011_01_1_001_S239_concatd	C1	Bacteroides 1
VDP_00341_008_01_1_001_S434d	C1	Bacteroides 1
VDP_00349_016_01_1_001_S365d	C1	Bacteroides 1
VDP_00350_008_01_1_001_S425_concatd	C1	Bacteroides 1
VDP_00361_010_01_1_001_S360_concatd	C1	Bacteroides 1
VDP_00373_013_01_1_001_S64d	C1	Bacteroides 1
VDP_00378_018_01_1_001_S154d	C1	Bacteroides 1
VDP_00380_011_01_1_001_S339_concatd	C1	Bacteroides 1
VDP_00386_017_01_1_001_S515d	C1	Bacteroides 1
VDP_00400_004_01_1_001_S158d	C1	Bacteroides 1
VDP_00404_008_01_1_001_S52d	C1	Bacteroides 1
VDP_00412_007_01_1_001_S486_concatd	C1	Bacteroides 1
VDP_00422_008_01_1_001_S79_concatd	C1	Bacteroides 1
VDP_00424_010_01_1_001_S508_concatd	C1	Bacteroides 1
VDP_00427_013_01_1_001_S155d	C1	Bacteroides 1
VDP_00428_014_01_1_001_S36_concatd	C1	Bacteroides 1
VDP_00436_013_01_1_001_S171_concatd	C1	Bacteroides 1
VDP_00489_021_01_1_001_S580_concatd	C1	Bacteroides 1
VDP_00494_017_01_1_001_S372d	C1	Bacteroides 1
VDP_00504_009_01_1_001_S642d	C1	Bacteroides 1
VDP_00518_014_01_1_001_S701_concatd	C1	Bacteroides 1
VDP_00526_013_01_1_001_S402_concatd	C1	Bacteroides 1
VDP_00530_008_01_1_001_S157_concatd	C1	Bacteroides 1
VDP_00532_010_01_1_001_S484d	C1	Bacteroides 1
VDP_00539_017_01_1_001_S132_concatd	C1	Bacteroides 1
VDP_00543_012_01_1_001_S503_concatd	C1	Bacteroides 1
VDP_00545_014_01_1_001_S517_concatd	C1	Bacteroides 1
VDP_00548_017_01_1_001_S670d	C1	Bacteroides 1
VDP_00549_018_01_1_001_S664d	C1	Bacteroides 1
VDP_00553_013_01_1_001_S77_concatd	C1	Bacteroides 1
VDP_00559_019_01_1_001_S445_concatd	C1	Bacteroides 1
VDP_00562_013_01_1_001_S585d	C1	Bacteroides 1
VDP_00566_017_01_1_001_S373d	C1	Bacteroides 1
VDP_00576_018_01_1_001_S248_concatd	C1	Bacteroides 1
VDP_00579_021_01_1_001_S506d	C1	Bacteroides 1
VDP_00582_015_01_1_001_S539_concatd	C1	Bacteroides 1
VDP_00593_017_01_1_001_S369_concatd	C1	Bacteroides 1
VDP_00595_019_01_1_001_S140_concatd	C1	Bacteroides 1
VDP_00598_022_01_1_001_S538d	C1	Bacteroides 1
VDP_00602_008_01_1_001_1_S739_concatd	C1	Bacteroides 1
VDP_00602_008_01_1_001_S327_concatd	C1	Bacteroides 1
VDP_00604_010_01_1_001_S21_concatd	C1	Bacteroides 1
VDP_00605_011_01_1_001_S537d	C1	Bacteroides 1
VDP_00615_012_01_1_001_S655d	C1	Bacteroides 1
VDP_00633_012_01_1_001_S607d	C1	Bacteroides 1
VDP_00634_013_01_1_001_S426d	C1	Bacteroides 1
VDP_00658_019_01_1_001_S261_concatd	C1	Bacteroides 1
VDP_00664_016_01_1_001_S415d	C1	Bacteroides 1
VDP_00673_016_01_1_001_S108_concatd	C1	Bacteroides 1
VDP_00675_018_01_1_001_S120_concatd	C1	Bacteroides 1
VDP_00692_017_01_1_001_S494_concatd	C1	Bacteroides 1
VDP_00698_023_01_1_001_S114_concatd	C1	Bacteroides 1
VDP_00715_013_01_1_001_S507d	C1	Bacteroides 1
VDP_00718_016_01_1_001_S727_concatd	C1	Bacteroides 1
VDP_00721_010_01_1_001_S106d	C1	Bacteroides 1
VDP_00724_013_01_1_001_S129_concatd	C1	Bacteroides 1
VDP_00726_015_01_1_001_S522_concatd	C1	Bacteroides 1
VDP_00730_010_01_1_001_S334_concatd	C1	Bacteroides 1
VDP_00745_016_01_1_001_S225d	C1	Bacteroides 1
VDP_00746_017_01_1_001_S141_concatd	C1	Bacteroides 1
VDP_00756_018_01_1_001_S401d	C1	Bacteroides 1
VDP_00757_019_01_1_001_S246_concatd	C1	Bacteroides 1
VDP_00760_013_01_1_001_S153_concatd	C1	Bacteroides 1
VDP_00764_017_01_1_001_S309d	C1	Bacteroides 1
VDP_00765_018_01_1_001_S591d	C1	Bacteroides 1
VDP_00766_019_01_1_001_S68d	C1	Bacteroides 1
VDP_00780_015_01_1_001_S138_concatd	C1	Bacteroides 1
VDP_00785_020_01_1_001_S367_concatd	C1	Bacteroides 1
VDP_00790_016_01_1_001_S146_concatd	C1	Bacteroides 1
VDP_00801_009_01_1_001_S646_concatd	C1	Bacteroides 1
VDP_00803_011_01_1_001_S647d	C1	Bacteroides 1
VDP_00809_017_01_1_001_S142_concatd	C1	Bacteroides 1
VDP_00812_011_01_1_001_S182d	C1	Bacteroides 1
VDP_00815_014_01_1_001_S511_concatd	C1	Bacteroides 1
VDP_00817_016_01_1_001_S305d	C1	Bacteroides 1
VDP_00820_010_01_1_001_S368d	C1	Bacteroides 1
VDP_00824_014_01_1_001_S166d	C1	Bacteroides 1
VDP_00826_016_01_1_001_S597d	C1	Bacteroides 1
VDP_00833_014_01_1_001_S533_concatd	C1	Bacteroides 1
VDP_00835_016_01_1_001_1_S730d	C1	Bacteroides 1
VDP_00835_016_01_1_001_S313_concatd	C1	Bacteroides 1
VDP_00839_020_01_1_001_S387d	C1	Bacteroides 1
VDP_00860_014_01_1_001_S526_concatd	C1	Bacteroides 1
VDP_00862_016_01_1_001_S204d	C1	Bacteroides 1
VDP_00871_016_01_1_001_S350_concatd	C1	Bacteroides 1
VDP_00883_019_01_1_001_S620_concatd	C1	Bacteroides 1
VDP_00887_023_01_1_001_S118d	C1	Bacteroides 1
VDP_00894_021_01_1_001_S42d	C1	Bacteroides 1
VDP_00907_016_01_1_001_S497_concatd	C1	Bacteroides 1
VDP_00913_013_01_1_001_S101_concatd	C1	Bacteroides 1
VDP_00915_015_01_1_001_S167d	C1	Bacteroides 1
VDP_00919_019_01_1_001_S24_concatd	C1	Bacteroides 1
VDP_00923_014_01_1_001_S107d	C1	Bacteroides 1
VDP_00928_019_01_1_001_S453d	C1	Bacteroides 1
VDP_00937_019_01_1_001_S658_concatd	C1	Bacteroides 1
VDP_00961_016_01_1_001_S242_concatd	C1	Bacteroides 1
VDP_00967_022_01_1_001_S603_concatd	C1	Bacteroides 1
VDP_00971_017_01_1_001_S67_concatd	C1	Bacteroides 1
VDP_00979_025_01_1_001_S9_concatd	C1	Bacteroides 1
VDP_00988_025_01_1_001_S137d	C1	Bacteroides 1
VDP_00991_019_01_1_001_S70_concatd	C1	Bacteroides 1
VDP_00996_024_01_1_001_S521_concatd	C1	Bacteroides 1
VDP_00999_027_01_1_001_S18d	C1	Bacteroides 1
VDP_01000_001_01_1_001_S385_concatd	C1	Bacteroides 1
VDP_01006_007_01_1_001_S358_concatd	C1	Bacteroides 1
VDP_01015_007_01_1_001_S50d	C1	Bacteroides 1
VDP_01033_007_01_1_001_1_S97_concatd	C1	Bacteroides 1
VDP_01033_007_01_1_001_S96_concatd	C1	Bacteroides 1
VDP_01034_008_01_1_001_S221d	C1	Bacteroides 1
VDP_01047_012_01_1_001_S489_concatd	C1	Bacteroides 1
VDP_01050_006_01_1_001_S487d	C1	Bacteroides 1
VDP_01059_015_01_1_001_S159d	C1	Bacteroides 1
VDP_01063_010_01_1_001_S332_concatd	C1	Bacteroides 1
VDP_01064_011_01_1_001_S640_concatd	C1	Bacteroides 1
VDP_01065_012_01_1_001_S344_concatd	C1	Bacteroides 1
VDP_01072_010_01_1_001_S703_concatd	C1	Bacteroides 1
VDP_01078_016_01_1_001_S119_concatd	C1	Bacteroides 1
VDP_01079_017_01_1_001_S346d	C1	Bacteroides 1
VDP_01085_014_01_1_001_S696_concatd	C1	Bacteroides 1
VDP_01099_019_01_1_001_S622_concatd	C1	Bacteroides 1
VDP_01102_004_01_1_001_S650_concatd	C1	Bacteroides 1
VDP_01112_005_01_1_001_S168d	C1	Bacteroides 1
VDP_01118_011_01_1_001_S384_concatd	C1	Bacteroides 1
VDP_01122_006_01_1_001_S605_concatd	C1	Bacteroides 1
VDP_01129_013_01_1_001_S88d	C1	Bacteroides 1
VDP_01132_007_01_1_001_S43_concatd	C1	Bacteroides 1
VDP_01136_011_01_1_001_S99_concatd	C1	Bacteroides 1
VDP_01137_012_01_1_001_S619_concatd	C1	Bacteroides 1
VDP_01145_011_01_1_001_S241_concatd	C1	Bacteroides 1
VDP_01147_013_01_1_001_S602d	C1	Bacteroides 1
VDP_01150_007_01_1_001_S492_concatd	C1	Bacteroides 1
VDP_01167_015_01_1_001_S301d	C1	Bacteroides 1
VDP_01168_016_01_1_001_S612d	C1	Bacteroides 1
VDP_01191_012_01_1_001_S502_concatd	C1	Bacteroides 1
VDP_01206_009_01_1_001_S382_concatd	C1	Bacteroides 1
VDP_01213_007_01_1_001_S2_concatd	C1	Bacteroides 1
VDP_01216_010_01_1_001_S669d	C1	Bacteroides 1
VDP_01227_012_01_1_001_S165d	C1	Bacteroides 1
VDP_01232_008_01_1_001_S160d	C1	Bacteroides 1
VDP_01241_008_01_1_001_S170d	C1	Bacteroides 1
VDP_01247_014_01_1_001_S240_concatd	C1	Bacteroides 1
VDP_01248_015_01_1_001_S728_concatd	C1	Bacteroides 1
VDP_01249_016_01_1_001_S299d	C1	Bacteroides 1
VDP_01251_009_01_1_001_S76d	C1	Bacteroides 1
VDP_01256_014_01_1_001_S595_concatd	C1	Bacteroides 1
VDP_01262_011_01_1_001_S529_concatd	C1	Bacteroides 1
VDP_01274_014_01_1_001_S527_concatd	C1	Bacteroides 1
VDP_01291_013_01_1_001_S83_concatd	C1	Bacteroides 1
VDP_01301_005_01_1_001_S60d	C1	Bacteroides 1
VDP_01306_010_01_1_001_S516_concatd	C1	Bacteroides 1
VDP_01311_006_01_1_001_S12d	C1	Bacteroides 1
VDP_01312_007_01_1_001_S303_concatd	C1	Bacteroides 1
VDP_01315_010_01_1_001_S32d	C1	Bacteroides 1
VDP_01316_011_01_1_001_S399_concatd	C1	Bacteroides 1
VDP_01317_012_01_1_001_S451_concatd	C1	Bacteroides 1
VDP_01325_011_01_1_001_S661d	C1	Bacteroides 1
VDP_01348_016_01_1_001_S47_concatd	C1	Bacteroides 1
VDP_01350_009_01_1_001_S93d	C1	Bacteroides 1
VDP_01359_018_01_1_001_S342_concatd	C1	Bacteroides 1
VDP_01364_014_01_1_001_S370_concatd	C1	Bacteroides 1
VDP_01373_014_01_1_001_S433_concatd	C1	Bacteroides 1
VDP_01394_017_01_1_001_S352d	C1	Bacteroides 1
VDP_01402_007_01_1_001_S198d	C1	Bacteroides 1
VDP_01405_010_01_1_001_1_S741_concatd	C1	Bacteroides 1
VDP_01405_010_01_1_001_S380_concatd	C1	Bacteroides 1
VDP_01408_013_01_1_001_S37_concatd	C1	Bacteroides 1
VDP_01412_008_01_1_001_S269_concatd	C1	Bacteroides 1
VDP_01430_008_01_1_001_S304_concatd	C1	Bacteroides 1
VDP_01437_015_01_1_001_S724_concatd	C1	Bacteroides 1
VDP_01442_011_01_1_001_S75_concatd	C1	Bacteroides 1
VDP_01444_013_01_1_001_S723d	C1	Bacteroides 1
VDP_01449_018_01_1_001_S450_concatd	C1	Bacteroides 1
VDP_01450_010_01_1_001_S588_concatd	C1	Bacteroides 1
VDP_01461_012_01_1_001_S22_concatd	C1	Bacteroides 1
VDP_01462_013_01_1_001_S736_concatd	C1	Bacteroides 1
VDP_01468_019_01_1_001_S702_concatd	C1	Bacteroides 1
VDP_01469_020_01_1_001_S8d	C1	Bacteroides 1
VDP_01475_017_01_1_001_S335_concatd	C1	Bacteroides 1
VDP_01479_021_01_1_001_S145_concatd	C1	Bacteroides 1
VDP_01486_019_01_1_001_S15d	C1	Bacteroides 1
VDP_01488_021_01_1_001_S660_concatd	C1	Bacteroides 1
VDP_01493_017_01_1_001_S203_concatd	C1	Bacteroides 1
VDP_01502_008_01_1_001_S31d	C1	Bacteroides 1
VDP_01507_013_01_1_001_S312d	C1	Bacteroides 1
VDP_01510_007_01_1_001_S235_concatd	C1	Bacteroides 1
VDP_01514_011_01_1_001_S116_concatd	C1	Bacteroides 1
VDP_01523_011_01_1_001_S111_concatd	C1	Bacteroides 1
VDP_01525_013_01_1_001_S530d	C1	Bacteroides 1
VDP_01529_017_01_1_001_S147d	C1	Bacteroides 1
VDP_01532_011_01_1_001_S58d	C1	Bacteroides 1
VDP_01534_013_01_1_001_S293_concatd	C1	Bacteroides 1
VDP_01544_014_01_1_001_S657_concatd	C1	Bacteroides 1
VDP_01546_016_01_1_001_S376d	C1	Bacteroides 1
VDP_01548_018_01_1_001_S315d	C1	Bacteroides 1
VDP_01549_019_01_1_001_S224d	C1	Bacteroides 1
VDP_01556_017_01_1_001_S694d	C1	Bacteroides 1
VDP_01571_014_01_1_001_S649d	C1	Bacteroides 1
VDP_01577_020_01_1_001_S721d	C1	Bacteroides 1
VDP_01588_022_01_1_001_S442d	C1	Bacteroides 1
VDP_01589_023_01_1_001_S6_concatd	C1	Bacteroides 1
VDP_01600_007_01_1_001_S666d	C1	Bacteroides 1
VDP_01601_008_01_1_001_S38_concatd	C1	Bacteroides 1
VDP_01605_012_01_1_001_S668d	C1	Bacteroides 1
VDP_01610_008_01_1_001_S265d	C1	Bacteroides 1
VDP_01628_017_01_1_001_S395d	C1	Bacteroides 1
VDP_01632_012_01_1_001_S594_concatd	C1	Bacteroides 1
VDP_01644_015_01_1_001_S651d	C1	Bacteroides 1
VDP_01648_019_01_1_001_S291d	C1	Bacteroides 1
VDP_01653_015_01_1_001_S195_concatd	C1	Bacteroides 1
VDP_01659_021_01_1_001_S598d	C1	Bacteroides 1
VDP_01666_019_01_1_001_S226_concatd	C1	Bacteroides 1
VDP_01668_021_01_1_001_S357_concatd	C1	Bacteroides 1
VDP_01672_016_01_1_001_S561_concatd	C1	Bacteroides 1
VDP_01677_021_01_1_001_S535_concatd	C1	Bacteroides 1
VDP_01688_023_01_1_001_S662_concatd	C1	Bacteroides 1
VDP_01695_021_01_1_001_S381_concatd	C1	Bacteroides 1
VDP_01698_024_01_1_001_S249_concatd	C1	Bacteroides 1
VDP_01701_009_01_1_001_S163d	C1	Bacteroides 1
VDP_01702_010_01_1_001_S634d	C1	Bacteroides 1
VDP_01705_013_01_1_001_S513d	C1	Bacteroides 1
VDP_01714_013_01_1_001_S654d	C1	Bacteroides 1
VDP_01715_014_01_1_001_S254_concatd	C1	Bacteroides 1
VDP_01716_015_01_1_001_S271_concatd	C1	Bacteroides 1
VDP_01721_011_01_1_001_S501_concatd	C1	Bacteroides 1
VDP_01724_014_01_1_001_S742d	C1	Bacteroides 1
VDP_01725_015_01_1_001_S81_concatd	C1	Bacteroides 1
VDP_01730_011_01_1_001_S343d	C1	Bacteroides 1
VDP_01750_013_01_1_001_S473_concatd	C1	Bacteroides 1
VDP_01753_016_01_1_001_S528_concatd	C1	Bacteroides 1
VDP_01759_022_01_1_001_S478_concatd	C1	Bacteroides 1
VDP_01762_016_01_1_001_S100d	C1	Bacteroides 1
VDP_01763_017_01_1_001_S483_concatd	C1	Bacteroides 1
VDP_01764_018_01_1_001_S406d	C1	Bacteroides 1
VDP_01772_017_01_1_001_S648_concatd	C1	Bacteroides 1
VDP_01779_024_01_1_001_S333d	C1	Bacteroides 1
VDP_01807_016_01_1_001_S371d	C1	Bacteroides 1
VDP_01808_017_01_1_001_S80_concatd	C1	Bacteroides 1
VDP_01811_011_01_1_001_S41d	C1	Bacteroides 1
VDP_01817_017_01_1_001_S423d	C1	Bacteroides 1
VDP_01818_018_01_1_001_S123d	C1	Bacteroides 1
VDP_01835_017_01_1_001_S519d	C1	Bacteroides 1
VDP_01837_019_01_1_001_S532_concatd	C1	Bacteroides 1
VDP_01845_018_01_1_001_S109d	C1	Bacteroides 1
VDP_01850_014_01_1_001_S183d	C1	Bacteroides 1
VDP_01864_019_01_1_001_S439d	C1	Bacteroides 1
VDP_01867_022_01_1_001_S27_concatd	C1	Bacteroides 1
VDP_01871_017_01_1_001_S374d	C1	Bacteroides 1
VDP_01872_018_01_1_001_S324d	C1	Bacteroides 1
VDP_01874_020_01_1_001_S514d	C1	Bacteroides 1
VDP_01875_021_01_1_001_S133_concatd	C1	Bacteroides 1
VDP_01876_022_01_1_001_S645_concatd	C1	Bacteroides 1
VDP_01887_024_01_1_001_S310_concatd	C1	Bacteroides 1
VDP_01896_024_01_1_001_S498_concatd	C1	Bacteroides 1
VDP_01900_010_01_1_001_S391_concatd	C1	Bacteroides 1
VDP_01901_011_01_1_001_S86_concatd	C1	Bacteroides 1
VDP_01911_012_01_1_001_S317_concatd	C1	Bacteroides 1
VDP_01915_016_01_1_001_S69d	C1	Bacteroides 1
VDP_01920_012_01_1_001_S555_concatd	C1	Bacteroides 1
VDP_01922_014_01_1_001_S82d	C1	Bacteroides 1
VDP_01923_015_01_1_001_S85d	C1	Bacteroides 1
VDP_01940_014_01_1_001_S437_concatd	C1	Bacteroides 1
VDP_01945_019_01_1_001_S173_concatd	C1	Bacteroides 1
VDP_01951_016_01_1_001_S243_concatd	C1	Bacteroides 1
VDP_01956_021_01_1_001_S307_concatd	C1	Bacteroides 1
VDP_01962_018_01_1_001_S231_concatd	C1	Bacteroides 1
VDP_01985_023_01_1_001_S311_concatd	C1	Bacteroides 1
VDP_01997_026_01_1_001_S639_concatd	C1	Bacteroides 1
VDP_02005_007_01_1_001_S493_concatd	C1	Bacteroides 1
VDP_02013_006_01_1_001_S40_concatd	C1	Bacteroides 1
VDP_02014_007_01_1_001_S104d	C1	Bacteroides 1
VDP_02015_008_01_1_001_S525_concatd	C1	Bacteroides 1
VDP_02020_004_01_1_001_S124_concatd	C1	Bacteroides 1
VDP_02040_006_01_1_001_S87d	C1	Bacteroides 1
VDP_02041_007_01_1_001_S410d	C1	Bacteroides 1
VDP_02047_013_01_1_001_S699_concatd	C1	Bacteroides 1
VDP_02052_009_01_1_001_S130d	C1	Bacteroides 1
VDP_02073_012_01_1_001_S127d	C1	Bacteroides 1
VDP_02075_014_01_1_001_S386_concatd	C1	Bacteroides 1
VDP_02078_017_01_1_001_S143_concatd	C1	Bacteroides 1
VDP_02083_013_01_1_001_S354_concatd	C1	Bacteroides 1
VDP_02090_011_01_1_001_S509_concatd	C1	Bacteroides 1
VDP_02091_012_01_1_001_S308_concatd	C1	Bacteroides 1
VDP_02092_013_01_1_001_S359_concatd	C1	Bacteroides 1
VDP_02095_016_01_1_001_S121_concatd	C1	Bacteroides 1
VDP_02100_003_01_1_001_S110_concatd	C1	Bacteroides 1
VDP_02103_006_01_1_001_S524_concatd	C1	Bacteroides 1
VDP_02118_012_01_1_001_S144d	C1	Bacteroides 1
VDP_02119_013_01_1_001_S726d	C1	Bacteroides 1
VDP_02127_012_01_1_001_S408_concatd	C1	Bacteroides 1
VDP_02131_007_01_1_001_S284_concatd	C1	Bacteroides 1
VDP_02137_013_01_1_001_S583_concatd	C1	Bacteroides 1
VDP_02138_014_01_1_001_S320_concatd	C1	Bacteroides 1
VDP_02150_008_01_1_001_S345_concatd	C1	Bacteroides 1
VDP_02162_011_01_1_001_S72d	C1	Bacteroides 1
VDP_02166_015_01_1_001_S65d	C1	Bacteroides 1
VDP_02183_014_01_1_001_S250_concatd	C1	Bacteroides 1
VDP_02188_019_01_1_001_S4_concatd	C1	Bacteroides 1
VDP_02192_014_01_1_001_S731d	C1	Bacteroides 1
VDP_02225_011_01_1_001_S428d	C1	Bacteroides 1
VDP_02231_008_01_1_001_S169d	C1	Bacteroides 1
VDP_02249_017_01_1_001_S23d	C1	Bacteroides 1
VDP_02257_016_01_1_001_S616_concatd	C1	Bacteroides 1
VDP_02268_018_01_1_001_S534_concatd	C1	Bacteroides 1
VDP_02278_019_01_1_001_S13d	C1	Bacteroides 1
VDP_02285_017_01_1_001_S126d	C1	Bacteroides 1
VDP_02291_014_01_1_001_S628d	C1	Bacteroides 1
VDP_02294_017_01_1_001_S122d	C1	Bacteroides 1
VDP_02298_021_01_1_001_S412_concatd	C1	Bacteroides 1
VDP_02301_006_01_1_001_S323d	C1	Bacteroides 1
VDP_02313_009_01_1_001_S177d	C1	Bacteroides 1
VDP_02316_012_01_1_001_S94_concatd	C1	Bacteroides 1
VDP_02327_014_01_1_001_S78d	C1	Bacteroides 1
VDP_02330_008_01_1_001_S397d	C1	Bacteroides 1
